id,precio,tipo,valoraciones,puntaje,personas,dormitorios,banos,estadia,distancia,dependencias
4187,43,Private room,0,0,1,1,1,1,243.4466919,6
4188,25,Private room,0,0,1,1,1,1,825.9555875,3
4189,48,Entire home/apt,0,0,2,1,1,1,582.0173588,0
4190,75,Entire home/apt,1,5,4,2,1,4,525.8604439,20
4191,70,Entire home/apt,1,4,4,2,2,4,187.4701659,0
4192,35,Entire home/apt,7,4,2,0,1,3,967.1610915,26
4193,28,Private room,0,0,1,1,3,1,704.5761188,36
4194,40,Entire home/apt,9,4.5,4,1,1,4,1262.649484,14
4195,47,Entire home/apt,0,0,4,1,1,3,2027.854291,5
4196,160,Entire home/apt,0,0,4,2,2,2,1147.901259,5
4197,93,Entire home/apt,2,5,4,2,2,3,1381.741681,5
4198,49,Entire home/apt,11,4.5,4,2,1,3,985.7680053,5
4199,100,Entire home/apt,0,0,3,2,0,1,481.7864157,35
4200,60,Entire home/apt,0,0,3,1,1,1,954.6484183,48
4201,40,Entire home/apt,0,0,4,0,1,3,1371.423075,78
4202,31,Entire home/apt,10,4.5,2,1,1,0,1594.846881,2
4203,76,Entire home/apt,3,5,0,2,2,3,1731.985766,22
4204,18,Private room,0,0,1,1,0,20,1728.942473,14
4205,60,Entire home/apt,0,0,4,2,1,7,1205.714776,36
4206,110,Entire home/apt,3,5,2,0,1,3,1020.381354,10
4207,31,Entire home/apt,0,0,2,0,1,4,434.7272536,6
4208,69,Entire home/apt,13,5,5,2,1,1,1862.26237,12
4209,36,Entire home/apt,5,4.5,4,1,1,7,1945.046364,4
4210,35,Entire home/apt,16,5,3,1,1,2,1772.782674,6
4211,32,Private room,1,3,1,1,0,1,1631.721688,5
4212,46,Entire home/apt,1,5,2,0,1,1,1738.916989,3
4213,48,Entire home/apt,0,0,2,1,1,7,961.1194645,4
4214,59,Private room,0,0,0,1,1,1,865.16284,7
4215,44,Private room,0,0,2,1,3,1,1610.425154,89
4216,39,Private room,0,0,2,1,3,1,1561.549152,92
4217,27,Private room,0,0,1,1,1,1,552.2618946,38
4218,100,Entire home/apt,0,0,4,2,1,3,556.2107349,33
4219,30,Entire home/apt,3,5,3,1,1,6,430.9563575,11
4220,45,Entire home/apt,0,0,2,0,1,1,876.3055429,47
4221,30,Private room,8,5,2,1,1,2,1881.809242,10
4222,13,Private room,3,4.5,1,1,0,5,1084.101761,10
4223,100,Private room,0,0,1,1,1,1,1597.190376,6
4224,60,Entire home/apt,0,0,1,1,1,1,1073.297163,39
4225,15,Shared room,0,0,2,1,1,1,764.1335855,4
4226,59,Entire home/apt,8,5,3,1,1,3,605.7370597,2
4227,45,Entire home/apt,1,0,3,1,0,7,517.4975282,0
4228,55,Entire home/apt,3,5,2,0,1,2,1025.680033,6
4229,59,Entire home/apt,1,1,4,2,0,5,972.1759679,7
4230,48,Entire home/apt,0,0,2,0,1,1,966.2091413,4
4231,500,Entire home/apt,0,0,0,5,0,3,251.1524983,0
4232,51,Entire home/apt,0,0,3,1,1,3,1334.401338,12
4233,64,Entire home/apt,0,0,4,1,1,1,1006.347586,45
4234,71,Entire home/apt,0,0,2,0,1,7,1576.601072,9
4235,52,Entire home/apt,7,4.5,4,1,0,3,1547.839855,5
4236,150,Entire home/apt,0,0,0,4,0,3,449.8779952,19
4237,33,Entire home/apt,3,5,2,2,1,7,786.8466898,10
4238,180,Entire home/apt,0,0,2,1,0,1,744.012593,8
4239,41,Entire home/apt,1,4,2,0,1,7,792.77765,13
4240,30,Private room,0,0,2,1,1,1,785.2621083,4
4241,60,Entire home/apt,1,4,3,1,1,1,892.0428821,21
4242,100,Shared room,0,0,1,1,1,1,319.4263402,2
4243,48,Entire home/apt,0,0,3,0,1,1,928.2821441,11
4244,30,Entire home/apt,0,0,3,1,1,1,514.5484301,1
4245,30,Private room,7,5,2,1,0,2,1210.310384,8
4246,71,Entire home/apt,0,0,2,0,1,7,1536.88079,12
4247,71,Entire home/apt,0,0,2,0,1,7,1259.674912,9
4248,10,Private room,0,0,1,1,1,1,699.4350734,2
4249,32,Private room,2,5,2,1,1,1,939.7921065,33
4250,75,Entire home/apt,0,0,4,2,1,5,1694.145814,1
4251,29,Private room,0,0,2,1,3,1,907.7192949,27
4252,29,Entire home/apt,4,5,2,0,1,1,1004.468937,30
4253,98,Entire home/apt,0,0,4,2,1,1,460.2301014,25
4254,33,Entire home/apt,0,0,1,1,1,6,1376.537096,41
4255,27,Private room,0,0,1,1,2,1,413.006628,24
4256,55,Entire home/apt,0,0,4,1,1,1,1204.538102,9
4257,44,Entire home/apt,1,5,2,0,1,2,319.423315,3
4258,45,Private room,0,0,2,1,1,1,1299.121306,10
4259,59,Private room,0,0,3,1,1,1,1709.175974,6
4260,33,Entire home/apt,0,0,2,1,1,1,1658.497545,1
4261,200,Entire home/apt,0,0,0,3,0,3,1273.939921,12
4262,90,Entire home/apt,1,5,0,4,2,3,490.1432708,6
4263,66,Entire home/apt,7,4.5,4,1,1,2,855.985207,30
4264,33,Private room,0,0,2,1,1,1,859.5714657,10
4265,149,Entire home/apt,3,4,4,2,2,3,510.4169709,0
4266,32,Private room,0,0,1,1,1,1,1249.566782,11
4267,15,Private room,1,4,2,1,1,2,201.0531061,2
4268,45,Entire home/apt,0,0,2,1,1,2,1116.078034,25
4269,13,Private room,0,0,2,1,0,1,1208.052979,0
4270,45,Entire home/apt,2,4.5,2,0,1,1,525.1787555,11
4271,16,Private room,1,5,2,1,1,7,989.8171196,32
4272,150,Entire home/apt,0,0,0,4,0,3,407.4556142,19
4273,130,Entire home/apt,1,3,0,2,2,3,1273.562167,37
4274,350,Entire home/apt,0,0,0,5,3,2,399.2491657,6
4275,45,Entire home/apt,0,0,2,1,1,1,1676.83754,59
4276,21,Private room,1,5,3,1,1,1,431.3849742,25
4277,20,Private room,5,5,3,1,0,2,1005.098905,7
4278,33,Entire home/apt,1,5,2,1,1,3,1483.012144,30
4279,21,Private room,0,0,1,1,2,1,551.1855833,35
4280,100,Entire home/apt,0,0,5,3,0,2,1059.241101,4
4281,75,Entire home/apt,0,0,3,2,1,3,714.4217701,27
4282,18,Private room,1,5,1,1,0,1,563.0168417,6
4283,40,Entire home/apt,0,0,2,0,1,6,1648.571827,34
4284,115,Entire home/apt,6,5,2,0,1,1,1668.17073,6
4285,10,Shared room,0,0,4,1,4,2,1841.966775,41
4286,35,Entire home/apt,0,0,2,1,1,7,558.3247425,2
4287,190,Private room,0,0,2,1,1,1,587.5071155,6
4288,39,Entire home/apt,1,4,3,0,1,3,723.5087115,10
4289,24,Private room,3,4.5,2,1,1,1,1303.150072,6
4290,70,Entire home/apt,0,0,2,1,2,6,1282.28298,0
4291,48,Private room,0,0,2,1,1,7,616.1954726,3
4292,59,Entire home/apt,3,4,2,0,1,2,830.1829111,25
4293,20,Private room,6,5,2,1,0,1,863.5311461,6
4294,315,Entire home/apt,1,4,0,3,3,1,1320.578774,15
4295,105,Entire home/apt,0,0,4,1,0,1,689.6693985,25
4296,55,Entire home/apt,0,0,2,1,1,5,448.3017674,3
4297,180,Entire home/apt,0,0,4,1,2,1,413.4674909,0
4298,180,Entire home/apt,0,0,4,1,2,3,347.5848955,0
4299,17,Entire home/apt,0,0,1,1,1,7,690.9454174,35
4300,55,Entire home/apt,9,5,2,1,1,2,803.2849246,8
4301,20,Private room,1,0,2,1,1,2,665.9780425,3
4302,62,Entire home/apt,4,5,4,2,2,3,949.1350099,17
4303,43,Private room,0,0,2,1,1,1,675.4418355,3
4304,25,Private room,1,5,2,1,1,4,885.6257922,19
4305,33,Entire home/apt,12,5,2,0,1,4,1291.808613,13
4306,50,Entire home/apt,6,4.5,2,0,1,4,1611.40843,27
4307,200,Entire home/apt,2,5,4,1,0,1,518.9562704,1
4308,43,Entire home/apt,0,0,4,3,1,1,1858.948906,1
4309,59,Entire home/apt,0,0,5,2,1,4,854.0116365,5
4310,214,Entire home/apt,0,0,5,2,2,4,1217.686103,11
4311,23,Entire home/apt,2,5,2,1,1,1,1546.26456,1
4312,35,Shared room,0,0,2,1,1,1,643.6814887,7
4313,40,Entire home/apt,2,5,4,1,1,2,407.7889668,4
4314,29,Shared room,0,0,2,1,1,1,532.3832999,36
4315,47,Entire home/apt,3,4.5,2,1,1,1,999.8207561,12
4316,130,Entire home/apt,0,0,3,2,2,7,523.2995068,4
4317,40,Private room,0,0,1,1,1,1,1111.154989,10
4318,83,Entire home/apt,0,0,4,1,1,1,556.501585,0
4319,140,Entire home/apt,0,0,4,2,2,1,1225.706487,4
4320,60,Entire home/apt,1,5,3,1,2,3,1444.198507,3
4321,25,Private room,2,4.5,1,1,1,1,889.8509046,17
4322,112,Entire home/apt,0,0,0,2,1,1,1516.832221,11
4323,70,Entire home/apt,0,0,3,1,1,7,1589.007042,5
4324,29,Entire home/apt,3,4.5,2,2,1,7,575.0850105,4
4325,45,Entire home/apt,2,5,4,1,1,3,627.8035144,4
4326,18,Private room,1,4,2,1,0,1,1060.463882,0
4327,88,Entire home/apt,0,0,4,2,1,7,979.3774303,22
4328,35,Private room,0,0,1,1,1,1,656.4975385,6
4329,19,Private room,0,0,2,1,3,15,838.022451,41
4330,20,Entire home/apt,0,0,0,6,3,15,770.7911461,27
4331,65,Entire home/apt,4,5,3,0,1,1,1533.54281,3
4332,67,Entire home/apt,0,0,4,1,1,1,1528.240304,8
4333,320,Entire home/apt,0,0,5,2,0,3,1089.415881,4
4334,101,Private room,0,0,2,1,4,1,318.3293741,1
4335,37,Private room,0,0,2,1,1,2,1258.234367,4
4336,256,Entire home/apt,0,0,5,2,2,3,997.8777856,7
4337,85,Entire home/apt,0,0,2,1,1,4,492.4901298,24
4338,35,Entire home/apt,0,0,2,1,1,3,1105.027581,14
4339,39,Entire home/apt,6,5,2,1,1,2,1323.777307,37
4340,55,Entire home/apt,0,0,3,2,2,3,875.9468804,11
4341,18,Private room,0,0,1,1,1,3,752.6802642,0
4342,49,Entire home/apt,0,0,2,1,1,3,1233.455482,6
4343,35,Private room,2,5,1,1,0,1,1743.207703,3
4344,66,Entire home/apt,0,0,0,3,1,2,840.3166208,14
4345,19,Entire home/apt,0,0,3,2,1,1,1353.825274,31
4346,35,Entire home/apt,0,0,2,0,1,3,1079.213781,38
4347,21,Private room,0,0,1,1,1,1,599.5553821,6
4348,65,Entire home/apt,9,4.5,4,2,2,2,1074.363539,20
4349,16,Shared room,1,0,0,1,1,1,1018.182327,5
4350,56,Entire home/apt,1,4,4,2,1,1,876.4834084,25
4351,70,Entire home/apt,1,2,3,1,1,7,1274.564652,7
4352,18,Shared room,2,4.5,0,1,1,1,856.7119273,8
4353,35,Entire home/apt,1,5,2,1,1,1,654.1077233,9
4354,427,Private room,0,0,2,1,1,1,1354.371755,4
4355,16,Shared room,0,0,1,1,0,1,2015.955665,3
4356,192,Entire home/apt,0,0,0,1,1,1,314.0874784,1
4357,13,Private room,0,0,1,1,1,1,986.3480219,3
4358,256,Entire home/apt,0,0,2,1,1,1,200.1255314,1
4359,100,Entire home/apt,0,0,4,1,0,1,394.0025188,1
4360,25,Private room,0,0,1,1,1,7,452.385463,4
4361,70,Entire home/apt,0,0,4,2,2,1,1676.836104,14
4362,20,Private room,0,0,1,1,1,14,932.7542316,11
4363,23,Private room,0,0,1,1,1,1,865.1829524,17
4364,100,Entire home/apt,0,0,4,2,0,7,1097.409703,12
4365,159,Entire home/apt,0,0,0,4,0,3,391.1319742,22
4366,13,Shared room,1,5,2,1,1,1,1174.144379,9
4367,11,Shared room,0,0,1,1,1,1,818.4421287,2
4368,52,Entire home/apt,17,4.5,2,0,1,1,1621.999058,8
4369,12,Private room,0,0,1,1,2,1,843.5275635,1
4370,70,Private room,0,0,4,1,1,3,1302.204213,71
4371,39,Entire home/apt,15,5,2,0,1,4,698.7878126,7
4372,45,Entire home/apt,0,0,2,0,1,1,1314.007014,25
4373,46,Entire home/apt,0,0,3,0,1,2,1405.481939,4
4374,60,Entire home/apt,1,5,2,0,1,6,1692.772511,25
4375,270,Entire home/apt,0,0,5,3,3,7,1186.511795,15
4376,30,Entire home/apt,8,5,3,1,1,1,1086.080614,21
4377,100,Entire home/apt,0,0,4,2,0,7,817.9954859,9
4378,55,Entire home/apt,0,0,5,4,0,7,784.2288456,9
4379,43,Entire home/apt,0,0,2,0,1,3,674.5062508,17
4380,58,Entire home/apt,0,0,3,0,1,2,456.8207031,12
4381,46,Entire home/apt,0,0,2,0,1,5,549.6294603,31
4382,42,Entire home/apt,0,0,4,1,1,3,1154.574604,10
4383,35,Entire home/apt,5,4,4,2,1,4,991.9075424,8
4384,169,Entire home/apt,1,4,4,1,0,0,962.0652578,8
4385,74,Entire home/apt,1,5,2,1,1,5,1804.039134,25
4386,27,Entire home/apt,1,0,4,2,1,7,848.1332266,38
4387,250,Entire home/apt,1,5,0,3,0,1,439.8272813,7
4388,43,Entire home/apt,0,0,3,2,1,10,157.9938747,9
4389,160,Entire home/apt,3,4.5,0,4,2,1,545.1500729,9
4390,60,Entire home/apt,1,2,4,0,1,1,1593.920058,37
4391,35,Entire home/apt,2,4.5,2,1,1,2,1647.919199,1
4392,65,Entire home/apt,6,4.5,3,1,0,1,790.4110841,4
4393,66,Entire home/apt,2,5,3,0,1,2,1693.298868,4
4394,45,Entire home/apt,5,5,3,1,1,3,1453.77661,38
4395,40,Entire home/apt,0,0,2,0,1,1,829.445474,2
4396,25,Private room,1,5,1,1,1,1,1195.413202,1
4397,350,Entire home/apt,1,5,4,2,0,5,646.6402587,6
4398,66,Entire home/apt,4,5,4,1,1,3,1067.309824,46
4399,150,Entire home/apt,0,0,4,2,2,1,1197.598634,10
4400,550,Entire home/apt,0,0,0,3,0,1,273.6655121,5
4401,110,Entire home/apt,0,0,3,2,2,1,1141.818839,2
4402,35,Private room,0,0,2,1,1,1,757.379827,2
4403,58,Entire home/apt,0,0,4,1,1,3,765.6119061,8
4404,340,Entire home/apt,0,0,0,4,3,7,396.3863895,4
4405,116,Entire home/apt,0,0,0,2,0,3,1417.274963,17
4406,53,Entire home/apt,1,1,2,1,1,1,98.09779334,3
4407,50,Entire home/apt,0,0,4,1,1,3,137.1682021,1
4408,78,Entire home/apt,6,4.5,5,1,1,3,1051.070627,44
4409,50,Entire home/apt,0,0,2,0,1,1,453.0293549,4
4410,14,Private room,0,0,1,1,0,1,1785.551818,13
4411,13,Private room,2,5,1,1,0,1,1248.922987,2
4412,69,Entire home/apt,1,5,0,3,2,5,548.8697612,19
4413,54,Entire home/apt,0,0,2,0,1,2,851.3466702,4
4414,169,Entire home/apt,1,5,4,1,0,0,888.2409045,9
4415,32,Entire home/apt,2,4.5,2,0,1,2,1801.560412,5
4416,32,Entire home/apt,2,4.5,2,1,1,1,548.7495543,23
4417,37,Entire home/apt,14,4.5,2,1,1,0,989.1102892,34
4418,55,Entire home/apt,0,0,3,1,2,3,706.4483443,11
4419,37,Entire home/apt,6,5,2,1,1,0,856.3783001,29
4420,37,Entire home/apt,5,4.5,2,1,1,0,813.5866279,52
4421,100,Entire home/apt,3,5,3,2,1,2,515.8835037,3
4422,20,Private room,0,0,2,1,1,1,363.0703148,4
4423,53,Entire home/apt,0,0,2,1,1,3,680.5720822,4
4424,17,Private room,0,0,2,1,1,10,525.2494823,4
4425,49,Entire home/apt,5,4,3,0,1,2,531.5526514,5
4426,31,Entire home/apt,2,5,2,0,1,3,1157.874386,43
4427,16,Private room,0,0,1,1,2,2,1059.050228,1
4428,32,Entire home/apt,0,0,4,2,1,1,1389.052303,72
4429,60,Private room,3,5,4,1,1,3,1318.478583,78
4430,70,Entire home/apt,0,0,4,1,1,3,1259.502942,59
4431,70,Private room,0,0,4,1,1,3,1197.104558,57
4432,80,Private room,0,0,2,1,1,3,1274.681922,63
4433,70,Private room,0,0,4,1,1,3,1245.128459,58
4434,50,Entire home/apt,8,5,2,0,1,3,1027.666042,6
4435,30,Private room,0,0,1,1,0,1,1391.789312,11
4436,43,Entire home/apt,0,0,4,1,1,1,961.7728087,15
4437,89,Entire home/apt,0,0,2,0,1,4,1695.200025,36
4438,16,Private room,1,5,1,1,1,1,242.3361702,1
4439,55,Entire home/apt,0,0,0,3,2,1,649.0937215,1
4440,42,Entire home/apt,10,5,2,1,1,2,1034.059691,6
4441,150,Entire home/apt,0,0,0,2,2,1,413.3604775,4
4442,100,Entire home/apt,0,0,4,2,1,2,373.4266064,19
4443,140,Entire home/apt,1,5,4,1,0,0,882.5909356,10
4444,27,Entire home/apt,3,4.5,2,0,1,6,1323.252159,7
4445,140,Entire home/apt,3,4.5,4,1,0,0,916.0598837,10
4446,22,Private room,0,0,2,1,0,1,2089.17137,1
4447,40,Entire home/apt,9,5,3,0,1,0,1078.811622,32
4448,219,Entire home/apt,0,0,0,3,2,2,889.228861,4
4449,31,Private room,1,5,2,1,1,3,465.1214642,1
4450,355,Entire home/apt,0,0,0,5,3,2,515.4896091,5
4451,258,Entire home/apt,0,0,0,3,2,3,1191.254011,6
4452,62,Entire home/apt,4,4.5,3,1,1,3,1602.467706,20
4453,179,Entire home/apt,0,0,0,3,2,3,589.9667152,37
4454,55,Entire home/apt,1,3,4,1,1,1,1667.25314,10
4455,30,Private room,0,0,2,1,1,1,1987.813226,1
4456,35,Entire home/apt,0,0,2,0,1,3,1684.722426,36
4457,35,Entire home/apt,0,0,2,0,1,3,1588.806351,28
4458,30,Entire home/apt,1,0,2,0,1,5,630.8051839,38
4459,160,Entire home/apt,2,5,4,1,0,4,962.1713029,8
4460,150,Entire home/apt,0,0,3,2,2,4,783.8598237,2
4461,45,Private room,1,4,4,1,1,1,482.0401208,32
4462,345,Entire home/apt,2,5,4,2,0,0,763.4573553,6
4463,58,Private room,0,0,4,1,1,1,634.9102232,37
4464,24,Private room,0,0,1,1,0,1,1345.563803,6
4465,79,Entire home/apt,0,0,3,1,1,3,558.1759956,1
4466,28,Private room,1,5,3,1,1,1,780.750238,31
4467,125,Entire home/apt,0,0,0,3,1,3,502.5779814,30
4468,89,Entire home/apt,1,5,3,1,2,2,538.7794791,17
4469,50,Entire home/apt,3,5,4,0,2,2,1421.374802,4
4470,220,Entire home/apt,0,0,0,1,1,3,1270.570122,15
4471,19,Private room,4,5,2,1,1,7,1019.681012,24
4472,43,Entire home/apt,4,5,2,1,1,3,1575.96825,7
4473,100,Private room,0,0,1,1,0,1,1242.801399,4
4474,60,Entire home/apt,4,4.5,4,2,2,1,1576.153191,44
4475,69,Entire home/apt,33,5,3,1,1,0,774.8252018,7
4476,19,Private room,0,0,1,1,1,1,654.3103991,3
4477,90,Private room,0,0,3,1,1,1,1156.172078,18
4478,75,Entire home/apt,0,0,3,1,1,7,1549.353092,3
4479,26,Private room,0,0,2,1,1,5,1348.570518,6
4480,64,Entire home/apt,1,5,2,1,1,5,1649.217794,7
4481,100,Entire home/apt,0,0,4,0,1,3,526.5669056,11
4482,70,Entire home/apt,0,0,4,1,1,4,1657.477091,4
4483,36,Entire home/apt,0,0,2,0,1,3,1623.329099,8
4484,89,Entire home/apt,0,0,4,2,1,3,676.8032831,46
4485,100,Entire home/apt,0,0,4,1,1,3,557.0536831,38
4486,22,Private room,0,0,1,1,1,1,1203.822202,11
4487,92,Entire home/apt,0,0,4,1,1,3,1145.25766,7
4488,55,Entire home/apt,0,0,3,0,1,3,531.0972825,35
4489,47,Entire home/apt,0,0,2,1,1,3,522.292766,15
4490,43,Entire home/apt,2,4,4,0,1,1,1662.482248,13
4491,45,Entire home/apt,4,5,3,0,1,3,1876.521168,7
4492,25,Private room,0,0,2,1,1,1,701.4381565,7
4493,21,Private room,7,4.5,2,1,1,2,902.4523494,12
4494,66,Entire home/apt,7,4.5,5,2,2,1,572.7716066,8
4495,50,Entire home/apt,2,5,4,1,1,3,1312.348224,78
4496,83,Entire home/apt,4,5,4,2,2,2,1146.764285,3
4497,55,Entire home/apt,2,5,4,2,1,3,1253.995245,1
4498,27,Entire home/apt,0,0,2,1,1,7,2105.783388,1
4499,64,Private room,0,0,1,1,1,1,1440.045903,5
4500,80,Entire home/apt,0,0,4,1,1,3,1118.037149,12
4501,20,Private room,0,0,1,1,2,3,700.311817,3
4502,75,Entire home/apt,0,0,4,1,1,3,665.9769645,48
4503,170,Entire home/apt,0,0,4,2,0,5,1497.892954,6
4504,90,Entire home/apt,0,0,4,1,2,1,1214.659063,4
4505,18,Shared room,0,0,1,1,1,1,579.5228707,1
4506,54,Entire home/apt,0,0,4,2,1,4,931.1267481,16
4507,220,Entire home/apt,0,0,0,3,0,1,1046.547523,33
4508,41,Entire home/apt,0,0,2,1,1,1,1690.548263,53
4509,30,Entire home/apt,0,0,2,0,1,3,694.2580057,27
4510,48,Entire home/apt,0,0,2,1,1,3,1179.909922,2
4511,13,Private room,0,0,2,1,1,3,1346.551409,27
4512,21,Private room,0,0,2,1,1,2,1361.599644,18
4513,35,Private room,2,5,1,1,1,3,1559.208921,12
4514,38,Entire home/apt,0,0,2,1,1,1,1050.020115,8
4515,133,Entire home/apt,4,4.5,0,3,3,3,570.3404544,4
4516,40,Private room,0,0,3,1,1,1,1281.510529,3
4517,110,Entire home/apt,4,5,4,2,2,1,850.6220838,20
4518,65,Entire home/apt,0,0,5,2,1,3,1724.98964,2
4519,31,Entire home/apt,1,5,5,2,1,2,973.4868254,5
4520,50,Entire home/apt,0,0,1,1,1,1,1061.48348,21
4521,150,Entire home/apt,0,0,5,1,1,3,1290.86505,20
4522,69,Entire home/apt,0,0,3,1,1,7,464.7255454,24
4523,24,Entire home/apt,1,0,3,1,1,2,935.8912721,3
4524,60,Entire home/apt,2,5,2,0,1,4,888.3305763,11
4525,40,Entire home/apt,0,0,4,2,2,7,806.2496053,2
4526,35,Private room,6,5,1,1,1,1,1303.362897,10
4527,10,Shared room,0,0,1,1,1,1,152.9076603,5
4528,31,Entire home/apt,1,5,2,1,1,2,1965.118035,4
4529,42,Entire home/apt,3,5,4,1,1,2,1298.739504,7
4530,75,Entire home/apt,0,0,2,1,1,3,1896.915313,8
4531,200,Entire home/apt,0,0,3,2,2,1,599.548899,0
4532,75,Entire home/apt,0,0,4,2,2,1,766.9629344,10
4533,400,Entire home/apt,0,0,3,2,2,3,541.8097506,1
4534,24,Private room,1,5,1,1,2,7,1708.636679,12
4535,38,Entire home/apt,15,5,4,1,1,3,1502.206876,10
4536,144,Entire home/apt,0,0,4,1,2,2,973.8558691,7
4537,33,Private room,0,0,2,1,1,7,1663.627222,5
4538,21,Entire home/apt,0,0,2,0,1,3,1757.497115,6
4539,60,Entire home/apt,0,0,3,1,1,2,638.2955655,2
4540,44,Entire home/apt,0,0,4,2,2,3,1095.002245,8
4541,15,Shared room,0,0,0,1,3,1,879.5200747,20
4542,20,Private room,0,0,2,1,0,1,1655.349792,1
4543,30,Entire home/apt,2,4,2,2,1,7,526.495348,46
4544,160,Entire home/apt,0,0,2,3,1,3,1374.325481,11
4545,45,Entire home/apt,0,0,3,1,1,1,759.911396,33
4546,77,Entire home/apt,0,0,4,3,0,3,1760.209135,3
4547,165,Entire home/apt,0,0,4,2,2,1,880.5680272,19
4548,43,Entire home/apt,2,5,2,1,1,1,1058.352825,25
4549,69,Entire home/apt,0,0,4,2,1,3,282.6417489,13
4550,40,Entire home/apt,3,5,2,0,1,4,1733.552992,28
4551,130,Entire home/apt,1,5,4,1,0,3,407.9199382,8
4552,44,Private room,0,0,1,1,2,1,1523.220946,12
4553,52,Entire home/apt,3,5,4,1,1,3,1743.935392,9
4554,35,Entire home/apt,5,5,2,0,1,3,1055.569127,5
4555,42,Entire home/apt,0,0,2,0,1,1,1072.370177,7
4556,71,Entire home/apt,0,0,3,1,1,7,627.2046943,3
4557,40,Private room,1,5,2,1,1,2,648.441845,4
4558,43,Entire home/apt,0,0,2,0,1,3,538.2076956,9
4559,60,Entire home/apt,0,0,3,1,1,1,1612.389262,0
4560,42,Entire home/apt,7,4.5,2,0,1,0,1853.480857,6
4561,16,Private room,0,0,1,1,1,1,557.3786798,0
4562,100,Entire home/apt,0,0,4,2,1,1,503.0665435,34
4563,20,Private room,0,0,1,1,1,7,1177.558639,5
4564,32,Private room,0,0,1,1,1,1,821.6502142,3
4565,37,Entire home/apt,10,5,3,1,1,2,994.8308208,4
4566,41,Entire home/apt,10,4.5,3,1,1,2,1780.986336,16
4567,120,Entire home/apt,0,0,4,2,0,2,981.8100152,20
4568,14,Private room,0,0,1,1,1,2,2173.453569,1
4569,15,Private room,1,4,1,1,1,2,1812.628719,8
4570,120,Entire home/apt,0,0,0,5,3,20,250.8817666,0
4571,13,Private room,0,0,2,1,2,1,1776.204203,36
4572,75,Entire home/apt,7,4.5,4,2,1,0,1389.598207,6
4573,25,Entire home/apt,0,0,4,1,1,3,1164.622573,5
4574,47,Entire home/apt,7,5,3,0,1,2,1656.008344,10
4575,40,Entire home/apt,3,4.5,2,0,1,6,571.7910546,4
4576,42,Entire home/apt,1,3,2,2,1,3,424.0758884,4
4577,70,Entire home/apt,2,5,2,1,1,3,1269.398445,7
4578,28,Private room,8,4.5,2,1,1,2,878.5262303,16
4579,90,Entire home/apt,0,0,5,3,2,1,306.8888197,1
4580,27,Private room,0,0,1,1,2,1,940.9011746,2
4581,34,Entire home/apt,0,0,2,2,2,5,1377.222399,6
4582,370,Entire home/apt,0,0,0,3,0,5,652.4532565,0
4583,50,Entire home/apt,0,0,3,2,1,2,1446.120538,8
4584,69,Entire home/apt,0,0,2,1,1,4,718.9573523,3
4585,59,Entire home/apt,0,0,4,2,3,1,544.3773191,2
4586,32,Private room,0,0,1,1,6,1,1192.01593,6
4587,27,Private room,0,0,1,1,0,1,421.3003904,1
4588,56,Entire home/apt,2,5,2,0,1,2,185.8662418,1
4589,150,Private room,0,0,2,1,1,1,993.0526855,20
4590,240,Entire home/apt,2,4.5,0,3,0,3,1741.251937,10
4591,118,Entire home/apt,5,5,4,2,2,1,838.1639883,20
4592,72,Entire home/apt,0,0,2,0,1,7,348.0111513,3
4593,59,Entire home/apt,0,0,4,1,1,3,1840.658605,5
4594,15,Shared room,0,0,1,1,1,1,1659.049364,6
4595,55,Entire home/apt,7,5,2,1,1,3,583.8936803,0
4596,120,Entire home/apt,0,0,5,2,2,1,583.8797489,10
4597,21,Private room,0,0,5,1,1,1,376.363956,0
4598,80,Entire home/apt,8,5,5,2,1,1,689.4890306,9
4599,107,Entire home/apt,0,0,2,1,1,7,1539.7859,2
4600,110,Entire home/apt,0,0,4,2,2,2,1446.03678,9
4601,65,Entire home/apt,0,0,2,0,1,1,1189.361044,16
4602,33,Entire home/apt,5,4.5,2,0,1,3,1712.195567,2
4603,21,Private room,0,0,2,1,2,15,1240.255387,7
4604,38,Entire home/apt,2,4.5,2,0,1,3,1810.119772,7
4605,53,Private room,0,0,1,1,1,11,299.5264041,6
4606,80,Entire home/apt,8,4.5,4,2,2,2,1752.73231,8
4607,90,Entire home/apt,2,5,4,2,0,3,468.1856683,3
4608,53,Private room,0,0,2,1,1,1,942.8979783,21
4609,250,Entire home/apt,0,0,5,2,0,5,1153.936236,10
4610,100,Entire home/apt,1,5,0,3,0,10,116.279988,4
4611,48,Entire home/apt,0,0,2,0,1,1,730.6688447,23
4612,75,Entire home/apt,1,5,2,1,1,1,815.7666912,22
4613,48,Entire home/apt,1,2,0,10,1,1,956.0921875,28
4614,45,Private room,0,0,1,1,1,1,1147.435069,16
4615,20,Private room,0,0,1,1,1,3,1519.170317,8
4616,107,Entire home/apt,0,0,3,2,1,1,1168.030233,0
4617,95,Entire home/apt,1,4,2,1,1,0,1513.331275,15
4618,25,Private room,1,4,2,1,1,3,876.9506531,48
4619,21,Private room,2,4.5,2,1,0,4,932.0523623,61
4620,53,Entire home/apt,0,0,3,2,2,2,1651.333373,8
4621,38,Entire home/apt,1,4,2,1,1,3,414.8839209,3
